student id, public1 cut size, public1 runtime, public2 cut size, public2 runtime, public3 cut size, public3 runtime, public4 cut size, public4 runtime, public5 cut size, public5 runtime, public6 cut size, public6 runtime, status
112062525, 641, 0.16, 12813, 35.83, 63225, 295.47, 4771, 3.61, 32261, 295.33, 329195, 296.67, 
