student id,tar.gz,file structure,readme,makefile,make clean,make,public1 wirelength,public1 runtime,public2 wirelength,public2 runtime,public3 wirelength,public3 runtime,status
112062525,yes,yes,yes,yes,yes,yes,146143988,24.37,21027870,45.58,1130186371,82.68,
112062525,yes,yes,yes,yes,yes,yes,146143988,34.82,21027870,68.59,1130186371,128.44,
